doc_id,ticker,label,sim_item1,sim_item7,sim_item2,score_struct,sim_dyn,r_doc,same_sector,sample_weight
train1_6_MMM,SNA,0,-1.0,-1.0,-1.0,0.0,0.09667456447485913,0.0,1,1.0
train1_7_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.0702312874248851,0.0,1,1.0
train1_7_MMM,ROL,0,-1.0,-1.0,-1.0,0.0,0.011759281921700693,0.0,1,1.0
train1_7_MMM,TT,0,-1.0,-1.0,-1.0,0.0,0.05135579400554451,0.0,1,1.0
train1_7_MMM,AXON,0,-1.0,-1.0,-1.0,0.0,0.028213044312757608,0.0,1,1.0
train1_8_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.07333793777695889,0.0,1,1.0
train1_8_MMM,BR,0,-1.0,-1.0,-1.0,0.0,0.03325626395716099,0.0,1,1.0
train1_8_MMM,EXPD,0,-1.0,-1.0,-1.0,0.0,0.05456731960774115,0.0,1,1.0
train1_8_MMM,ADP,0,-1.0,-1.0,-1.0,0.0,0.00024645065990831495,0.0,1,1.0
train1_9_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.04111098022519041,0.0,1,1.0
train1_9_MMM,NSC,0,-1.0,-1.0,-1.0,0.0,0.06413147502122624,0.0,1,1.0
train1_9_MMM,LUV,0,-1.0,-1.0,-1.0,0.0,0.062408011071421216,0.0,1,1.0
train1_9_MMM,UNP,0,-1.0,-1.0,-1.0,0.0,0.06007461145687672,0.0,1,1.0
train1_10_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.06273827799086046,0.0,1,1.0
train1_10_MMM,FAST,0,-1.0,-1.0,-1.0,0.0,0.08168073183263279,0.0,1,1.0
train1_10_MMM,AOS,0,-1.0,-1.0,-1.0,0.0,0.003466576104406083,0.0,1,1.0
train1_10_MMM,SNA,0,-1.0,-1.0,-1.0,0.0,0.03425103909055889,0.0,1,1.0
train1_11_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.0519194261088665,0.0,1,1.0
train1_11_MMM,PAYC,0,-1.0,-1.0,-1.0,0.0,0.021944167744296028,0.0,1,1.0
train1_11_MMM,LUV,0,-1.0,-1.0,-1.0,0.0,0.015576520190195975,0.0,1,1.0
train1_11_MMM,ALLE,0,-1.0,-1.0,-1.0,0.0,0.06336328591857576,0.0,1,1.0
train1_12_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.006298866582246765,0.0,1,1.0
train1_12_MMM,GE,0,-1.0,-1.0,-1.0,0.0,0.08638889081530186,0.0,1,1.0
train1_12_MMM,BR,0,-1.0,-1.0,-1.0,0.0,0.02258646790437574,0.0,1,1.0
train1_12_MMM,MAS,0,-1.0,-1.0,-1.0,0.0,0.04335647603690271,0.0,1,1.0
train1_13_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.0016850518750370137,0.0,1,1.0
train1_13_MMM,DAY,0,-1.0,-1.0,-1.0,0.0,0.017737963892118992,0.0,1,1.0
train1_13_MMM,UBER,0,-1.0,-1.0,-1.0,0.0,0.096452114994095,0.0,1,1.0
train1_13_MMM,BR,0,-1.0,-1.0,-1.0,0.0,0.08264506600926375,0.0,1,1.0
train1_14_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.06600917659266863,0.0,1,1.0
train1_14_MMM,IEX,0,-1.0,-1.0,-1.0,0.0,0.06990519386198676,0.0,1,1.0
train1_14_MMM,PCAR,0,-1.0,-1.0,-1.0,0.0,0.06725895788105785,0.0,1,1.0
train1_14_MMM,LII,0,-1.0,-1.0,-1.0,0.0,0.06319245145915313,0.0,1,1.0
train1_15_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.03443507700293565,0.0,1,1.0
train1_15_MMM,PAYX,0,-1.0,-1.0,-1.0,0.0,0.025845845691120885,0.0,1,1.0
train1_15_MMM,RSG,0,-1.0,-1.0,-1.0,0.0,0.0003761439396523625,0.0,1,1.0
train1_15_MMM,GEV,0,-1.0,-1.0,-1.0,0.0,0.00516566257789215,0.0,1,1.0
train1_16_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.052687787070168884,0.0,1,1.0
train1_16_MMM,CSX,0,-1.0,-1.0,-1.0,0.0,0.0878832245918625,0.0,1,1.0
train1_16_MMM,IR,0,-1.0,-1.0,-1.0,0.0,0.022935498615501274,0.0,1,1.0
train1_16_MMM,TDG,0,-1.0,-1.0,-1.0,0.0,0.05445155104877905,0.0,1,1.0
train1_17_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.04955092325903339,0.0,1,1.0
train1_17_MMM,EMR,0,-1.0,-1.0,-1.0,0.0,0.027055764055095823,0.0,1,1.0
train1_17_MMM,EFX,0,-1.0,-1.0,-1.0,0.0,0.09548401647039166,0.0,1,1.0
train1_17_MMM,HII,0,-1.0,-1.0,-1.0,0.0,0.08246671081670448,0.0,1,1.0
train1_18_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.09195562399004181,0.0,1,1.0
train1_18_MMM,ODFL,0,-1.0,-1.0,-1.0,0.0,0.04129443630901584,0.0,1,1.0
train1_18_MMM,UBER,0,-1.0,-1.0,-1.0,0.0,0.06188835795334138,0.0,1,1.0
train1_18_MMM,ADP,0,-1.0,-1.0,-1.0,0.0,0.06862980358256338,0.0,1,1.0
train1_19_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.04333577081847095,0.0,1,1.0
train1_19_MMM,LDOS,0,-1.0,-1.0,-1.0,0.0,0.06741159321911318,0.0,1,1.0
train1_19_MMM,EXPD,0,-1.0,-1.0,-1.0,0.0,0.03352258717846579,0.0,1,1.0
train1_19_MMM,ETN,0,-1.0,-1.0,-1.0,0.0,0.03881326180510704,0.0,1,1.0
train1_20_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.007305787437263367,0.9999990000010001,1,1.0
train1_20_MMM,HWM,0,-1.0,-1.0,-1.0,0.0,0.028326995531991472,0.9999990000010001,1,1.0
train1_20_MMM,PNR,0,-1.0,-1.0,-1.0,0.0,0.04717568747354703,0.9999990000010001,1,1.0
train1_20_MMM,TXT,0,-1.0,-1.0,-1.0,0.0,0.0011866447157602657,0.9999990000010001,1,1.0
train1_21_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.052589152411140594,0.0,1,1.0
train1_21_MMM,SWK,0,-1.0,-1.0,-1.0,0.0,0.03129035687627342,0.0,1,1.0
train1_21_MMM,CAT,0,-1.0,-1.0,-1.0,0.0,0.03916474562230232,0.0,1,1.0
train1_21_MMM,WM,0,-1.0,-1.0,-1.0,0.0,0.030148262803160922,0.0,1,1.0
train1_22_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.046366769670790266,0.9999990000010001,1,1.0
train1_22_MMM,BR,0,-1.0,-1.0,-1.0,0.0,0.04743305482116537,0.9999990000010001,1,1.0
train1_22_MMM,J,0,-1.0,-1.0,-1.0,0.0,0.06445074465851046,0.9999990000010001,1,1.0
train1_22_MMM,ALLE,0,-1.0,-1.0,-1.0,0.0,0.08440333185353133,0.9999990000010001,1,1.0
train1_23_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.002940944850239369,0.0,1,1.0
train1_23_MMM,EME,0,-1.0,-1.0,-1.0,0.0,0.09371932058431241,0.0,1,1.0
train1_23_MMM,AOS,0,-1.0,-1.0,-1.0,0.0,0.07047922812495565,0.0,1,1.0
train1_23_MMM,AXON,0,-1.0,-1.0,-1.0,0.0,0.01768786723484701,0.0,1,1.0
train1_24_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.05530068238539383,0.0,1,1.0
train1_24_MMM,PWR,0,-1.0,-1.0,-1.0,0.0,0.0920066879430208,0.0,1,1.0
train1_24_MMM,ALLE,0,-1.0,-1.0,-1.0,0.0,0.060595159655573355,0.0,1,1.0
train1_24_MMM,EXPD,0,-1.0,-1.0,-1.0,0.0,0.08239380995322022,0.0,1,1.0
train1_25_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.08528577395401502,0.0,1,1.0
train1_25_MMM,CMI,0,-1.0,-1.0,-1.0,0.0,0.022346074065896195,0.0,1,1.0
train1_25_MMM,GWW,0,-1.0,-1.0,-1.0,0.0,0.0212037849093655,0.0,1,1.0
train1_25_MMM,NOC,0,-1.0,-1.0,-1.0,0.0,0.004807628473146608,0.0,1,1.0
train1_26_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.07449485415332602,0.0,1,1.0
train1_26_MMM,CMI,0,-1.0,-1.0,-1.0,0.0,0.057730386174532106,0.0,1,1.0
train1_26_MMM,ROK,0,-1.0,-1.0,-1.0,0.0,0.024039036957097693,0.0,1,1.0
train1_26_MMM,AXON,0,-1.0,-1.0,-1.0,0.0,0.015896517292272094,0.0,1,1.0
train1_27_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.09631662277392009,0.0,1,1.0
train1_27_MMM,CMI,0,-1.0,-1.0,-1.0,0.0,0.07137232724149373,0.0,1,1.0
train1_27_MMM,EME,0,-1.0,-1.0,-1.0,0.0,0.006601388643629625,0.0,1,1.0
train1_27_MMM,LUV,0,-1.0,-1.0,-1.0,0.0,0.09334844880421057,0.0,1,1.0
train1_28_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.028701905636812963,0.0,1,1.0
train1_28_MMM,EXPD,0,-1.0,-1.0,-1.0,0.0,0.05918296911969445,0.0,1,1.0
train1_28_MMM,ALLE,0,-1.0,-1.0,-1.0,0.0,0.07859836287945762,0.0,1,1.0
train1_28_MMM,IEX,0,-1.0,-1.0,-1.0,0.0,0.09838548890914305,0.0,1,1.0
train1_29_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.04543008308736787,0.0,1,1.0
train1_29_MMM,TXT,0,-1.0,-1.0,-1.0,0.0,0.029957970341607312,0.0,1,1.0
train1_29_MMM,JCI,0,-1.0,-1.0,-1.0,0.0,0.07629680418474592,0.0,1,1.0
train1_29_MMM,OTIS,0,-1.0,-1.0,-1.0,0.0,0.005885967225838185,0.0,1,1.0
train1_30_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.07994365878251168,0.0,1,1.0
train1_30_MMM,AXON,0,-1.0,-1.0,-1.0,0.0,0.0004086300233244411,0.0,1,1.0
train1_30_MMM,CMI,0,-1.0,-1.0,-1.0,0.0,0.09069498821743961,0.0,1,1.0
train1_30_MMM,EFX,0,-1.0,-1.0,-1.0,0.0,0.08751585048111041,0.0,1,1.0
train1_31_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.010348348764528571,0.0,1,1.0
train1_31_MMM,ALLE,0,-1.0,-1.0,-1.0,0.0,0.026116318119479322,0.0,1,1.0
train1_31_MMM,VLTO,0,-1.0,-1.0,-1.0,0.0,0.09667100989740382,0.0,1,1.0
train1_31_MMM,CMI,0,-1.0,-1.0,-1.0,0.0,0.008244132294937678,0.0,1,1.0
train1_32_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.059736659231252515,0.9999990000010001,1,1.0
train1_32_MMM,XYL,0,-1.0,-1.0,-1.0,0.0,0.09760728414203515,0.9999990000010001,1,1.0
train1_32_MMM,RTX,0,-1.0,-1.0,-1.0,0.0,0.03509722623225347,0.9999990000010001,1,1.0
train1_32_MMM,LII,0,-1.0,-1.0,-1.0,0.0,0.09669114081607057,0.9999990000010001,1,1.0
train1_33_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.0982907132544187,0.0,1,1.0
train1_33_MMM,SNA,0,-1.0,-1.0,-1.0,0.0,0.0023547046018129072,0.0,1,1.0
train1_33_MMM,XYL,0,-1.0,-1.0,-1.0,0.0,0.03123096296177852,0.0,1,1.0
train1_33_MMM,EXPD,0,-1.0,-1.0,-1.0,0.0,0.07819497588154682,0.0,1,1.0
train1_34_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.0749727256801584,0.0,1,1.0
train1_34_MMM,TDG,0,-1.0,-1.0,-1.0,0.0,0.06271835647130372,0.0,1,1.0
train1_34_MMM,EME,0,-1.0,-1.0,-1.0,0.0,0.04226341178771129,0.0,1,1.0
train1_34_MMM,CAT,0,-1.0,-1.0,-1.0,0.0,0.0390155568720357,0.0,1,1.0
train1_35_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.07130004159987989,0.0,1,1.0
train1_35_MMM,LDOS,0,-1.0,-1.0,-1.0,0.0,0.08875474578647613,0.0,1,1.0
train1_35_MMM,PAYX,0,-1.0,-1.0,-1.0,0.0,0.0652166279105727,0.0,1,1.0
train1_35_MMM,LHX,0,-1.0,-1.0,-1.0,0.0,0.015007030493515717,0.0,1,1.0
train1_36_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.011498977219326023,0.0,1,1.0
train1_36_MMM,HWM,0,-1.0,-1.0,-1.0,0.0,0.013191159964383303,0.0,1,1.0
train1_36_MMM,GNRC,0,-1.0,-1.0,-1.0,0.0,0.008010864558954112,0.0,1,1.0
train1_36_MMM,EME,0,-1.0,-1.0,-1.0,0.0,0.03468677910145209,0.0,1,1.0
train1_37_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.010058762949706257,0.0,1,1.0
train1_37_MMM,HUBB,0,-1.0,-1.0,-1.0,0.0,0.0018701368687130794,0.0,1,1.0
train1_37_MMM,IR,0,-1.0,-1.0,-1.0,0.0,0.0036902189218259718,0.0,1,1.0
train1_37_MMM,VLTO,0,-1.0,-1.0,-1.0,0.0,0.08739117275884663,0.0,1,1.0
train1_38_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.09105716954022064,0.0,1,1.0
train1_38_MMM,AXON,0,-1.0,-1.0,-1.0,0.0,0.051945685464038195,0.0,1,1.0
train1_38_MMM,CPRT,0,-1.0,-1.0,-1.0,0.0,0.014932850199470627,0.0,1,1.0
train1_38_MMM,FAST,0,-1.0,-1.0,-1.0,0.0,0.09519245768651735,0.0,1,1.0
train1_39_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.04697872990091151,0.9999990000010001,1,1.0
train1_39_MMM,HII,0,-1.0,-1.0,-1.0,0.0,0.05937090499754778,0.9999990000010001,1,1.0
train1_39_MMM,LII,0,-1.0,-1.0,-1.0,0.0,0.043448640271389616,0.9999990000010001,1,1.0
train1_39_MMM,HON,0,-1.0,-1.0,-1.0,0.0,0.027279450346136738,0.9999990000010001,1,1.0
train1_40_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.08798501659301151,0.0,1,1.0
train1_40_MMM,CAT,0,-1.0,-1.0,-1.0,0.0,0.04741791224745581,0.0,1,1.0
train1_40_MMM,LII,0,-1.0,-1.0,-1.0,0.0,0.00044413092473787334,0.0,1,1.0
train1_40_MMM,HWM,0,-1.0,-1.0,-1.0,0.0,0.04142559936841964,0.0,1,1.0
train1_41_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.017042742757289175,0.0,1,1.0
train1_41_MMM,PAYC,0,-1.0,-1.0,-1.0,0.0,0.08088631577326603,0.0,1,1.0
train1_41_MMM,EXPD,0,-1.0,-1.0,-1.0,0.0,0.012162581261073635,0.0,1,1.0
train1_41_MMM,SWK,0,-1.0,-1.0,-1.0,0.0,0.02833024374410357,0.0,1,1.0
train1_42_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.06876121645233844,0.0,1,1.0
train1_42_MMM,ROK,0,-1.0,-1.0,-1.0,0.0,0.024589810521806955,0.0,1,1.0
train1_42_MMM,VRSK,0,-1.0,-1.0,-1.0,0.0,0.02716753223388163,0.0,1,1.0
train1_42_MMM,XYL,0,-1.0,-1.0,-1.0,0.0,0.0861515239619629,0.0,1,1.0
train1_43_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.056561005963276324,0.0,1,1.0
train1_43_MMM,EME,0,-1.0,-1.0,-1.0,0.0,0.02431080949867146,0.0,1,1.0
train1_43_MMM,IEX,0,-1.0,-1.0,-1.0,0.0,0.06152204262797008,0.0,1,1.0
train1_43_MMM,FAST,0,-1.0,-1.0,-1.0,0.0,0.012320660779313042,0.0,1,1.0
train1_44_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.044137680936417546,0.0,1,1.0
train1_44_MMM,FTV,0,-1.0,-1.0,-1.0,0.0,0.04020833209867693,0.0,1,1.0
train1_44_MMM,PWR,0,-1.0,-1.0,-1.0,0.0,0.09244757365537817,0.0,1,1.0
train1_44_MMM,TT,0,-1.0,-1.0,-1.0,0.0,0.09759057540495403,0.0,1,1.0
train1_45_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.025286117842414038,0.0,1,1.0
train1_45_MMM,EMR,0,-1.0,-1.0,-1.0,0.0,0.09441076153293021,0.0,1,1.0
train1_45_MMM,ODFL,0,-1.0,-1.0,-1.0,0.0,0.08274375587460944,0.0,1,1.0
train1_45_MMM,SWK,0,-1.0,-1.0,-1.0,0.0,0.011507830906504247,0.0,1,1.0
train1_46_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.07261328203634904,0.0,1,1.0
train1_46_MMM,TT,0,-1.0,-1.0,-1.0,0.0,0.05152094608995287,0.0,1,1.0
train1_46_MMM,RTX,0,-1.0,-1.0,-1.0,0.0,0.01731077104214265,0.0,1,1.0
train1_46_MMM,UPS,0,-1.0,-1.0,-1.0,0.0,0.05945765547213097,0.0,1,1.0
train1_47_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.06524535942794171,0.0,1,1.0
train1_47_MMM,RSG,0,-1.0,-1.0,-1.0,0.0,0.02972226486758779,0.0,1,1.0
train1_47_MMM,DOV,0,-1.0,-1.0,-1.0,0.0,0.05876821198741705,0.0,1,1.0
train1_47_MMM,GE,0,-1.0,-1.0,-1.0,0.0,0.08869604141083184,0.0,1,1.0
train1_48_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.06529180502292004,0.9999990000010001,1,1.0
train1_48_MMM,J,0,-1.0,-1.0,-1.0,0.0,0.09519812086666427,0.9999990000010001,1,1.0
train1_48_MMM,UPS,0,-1.0,-1.0,-1.0,0.0,0.09599387469075239,0.9999990000010001,1,1.0
train1_48_MMM,BA,0,-1.0,-1.0,-1.0,0.0,0.021152524967047472,0.499999750000125,1,1.0
train1_49_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.06349988346732581,0.0,1,1.0
train1_49_MMM,TT,0,-1.0,-1.0,-1.0,0.0,0.07840367067575689,0.0,1,1.0
train1_49_MMM,UBER,0,-1.0,-1.0,-1.0,0.0,0.01795352895603706,0.0,1,1.0
train1_49_MMM,EXPD,0,-1.0,-1.0,-1.0,0.0,0.0717997840699707,0.0,1,1.0
train1_50_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.0576727676618113,0.0,1,1.0
train1_50_MMM,NDSN,0,-1.0,-1.0,-1.0,0.0,0.01947088620333135,0.0,1,1.0
train1_50_MMM,TXT,0,-1.0,-1.0,-1.0,0.0,0.06004314410149404,0.0,1,1.0
train1_50_MMM,BA,0,-1.0,-1.0,-1.0,0.0,0.05111955289064823,0.0,1,1.0
train1_51_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.00038402357415323607,0.9999990000010001,1,1.0
train1_51_MMM,IR,0,-1.0,-1.0,-1.0,0.0,0.039780642469149696,0.9999990000010001,1,1.0
train1_51_MMM,UBER,0,-1.0,-1.0,-1.0,0.0,0.06628423500011946,0.9999990000010001,1,1.0
train1_51_MMM,HUBB,0,-1.0,-1.0,-1.0,0.0,0.045891005854374826,0.9999990000010001,1,1.0
train1_52_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.010115145533823023,0.0,1,1.0
train1_52_MMM,CTAS,0,-1.0,-1.0,-1.0,0.0,0.01932465394243729,0.0,1,1.0
train1_52_MMM,DAY,0,-1.0,-1.0,-1.0,0.0,0.023960011916948378,0.0,1,1.0
train1_52_MMM,BR,0,-1.0,-1.0,-1.0,0.0,0.09805053396352971,0.0,1,1.0
train1_53_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.044362084150157,0.0,1,1.0
train1_53_MMM,PAYX,0,-1.0,-1.0,-1.0,0.0,0.03488823099135505,0.0,1,1.0
train1_53_MMM,VRSK,0,-1.0,-1.0,-1.0,0.0,0.013647993607092124,0.0,1,1.0
train1_53_MMM,FAST,0,-1.0,-1.0,-1.0,0.0,0.01736272380034305,0.0,1,1.0
train1_54_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.06077188997744263,0.0,1,1.0
train1_54_MMM,EXPD,0,-1.0,-1.0,-1.0,0.0,0.013572562731441274,0.0,1,1.0
train1_54_MMM,XYL,0,-1.0,-1.0,-1.0,0.0,0.08743039037547322,0.0,1,1.0
train1_54_MMM,TXT,0,-1.0,-1.0,-1.0,0.0,0.0750189109926806,0.0,1,1.0
train1_55_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.08578466414576182,0.0,1,1.0
train1_55_MMM,BLDR,0,-1.0,-1.0,-1.0,0.0,0.08886023197592524,0.0,1,1.0
train1_55_MMM,UNP,0,-1.0,-1.0,-1.0,0.0,0.03668345222191765,0.0,1,1.0
train1_55_MMM,VLTO,0,-1.0,-1.0,-1.0,0.0,0.06140911736658653,0.0,1,1.0
train1_56_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.05793106979509147,0.0,1,1.0
train1_56_MMM,CAT,0,-1.0,-1.0,-1.0,0.0,0.007754892508955169,0.0,1,1.0
train1_56_MMM,J,0,-1.0,-1.0,-1.0,0.0,0.0841987092381511,0.0,1,1.0
train1_56_MMM,NOC,0,-1.0,-1.0,-1.0,0.0,0.09337716962937032,0.0,1,1.0
train1_57_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.0014987402160654417,0.0,1,1.0
train1_57_MMM,LUV,0,-1.0,-1.0,-1.0,0.0,0.07064148446381828,0.0,1,1.0
train1_57_MMM,LDOS,0,-1.0,-1.0,-1.0,0.0,0.04393503632921129,0.0,1,1.0
train1_57_MMM,BR,0,-1.0,-1.0,-1.0,0.0,0.026693342376447618,0.0,1,1.0
train1_58_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.061446016550603666,0.0,1,1.0
train1_58_MMM,VRSK,0,-1.0,-1.0,-1.0,0.0,0.027518813810450182,0.0,1,1.0
train1_58_MMM,PWR,0,-1.0,-1.0,-1.0,0.0,0.017666054314755274,0.0,1,1.0
train1_58_MMM,DAL,0,-1.0,-1.0,-1.0,0.0,0.03953230172194449,0.0,1,1.0
train1_59_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.06942328558665653,0.0,1,1.0
train1_59_MMM,PNR,0,-1.0,-1.0,-1.0,0.0,0.06703694801694189,0.0,1,1.0
train1_59_MMM,VLTO,0,-1.0,-1.0,-1.0,0.0,0.08759597886353769,0.0,1,1.0
train1_59_MMM,LUV,0,-1.0,-1.0,-1.0,0.0,0.0566667893105416,0.0,1,1.0
train1_60_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.025668515137829896,0.0,1,1.0
train1_60_MMM,ALLE,0,-1.0,-1.0,-1.0,0.0,0.04334920800675157,0.0,1,1.0
train1_60_MMM,HWM,0,-1.0,-1.0,-1.0,0.0,0.055115992059360755,0.0,1,1.0
train1_60_MMM,TXT,0,-1.0,-1.0,-1.0,0.0,0.003183165930541643,0.0,1,1.0
train1_61_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.05086275787114972,0.0,1,1.0
train1_61_MMM,HON,0,-1.0,-1.0,-1.0,0.0,0.039926928827267255,0.0,1,1.0
train1_61_MMM,VLTO,0,-1.0,-1.0,-1.0,0.0,0.04498292227360795,0.0,1,1.0
train1_61_MMM,DAY,0,-1.0,-1.0,-1.0,0.0,0.06351927861271882,0.0,1,1.0
train1_62_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.07656282701875933,0.0,1,1.0
train1_62_MMM,ODFL,0,-1.0,-1.0,-1.0,0.0,0.09303507125782697,0.0,1,1.0
train1_62_MMM,PWR,0,-1.0,-1.0,-1.0,0.0,0.07404465911949393,0.0,1,1.0
train1_62_MMM,DE,0,-1.0,-1.0,-1.0,0.0,0.08799369017862965,0.0,1,1.0
train1_63_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.03156112248135116,0.9999990000010001,1,1.0
train1_63_MMM,CPRT,0,-1.0,-1.0,-1.0,0.0,0.056336432264843195,0.9999990000010001,1,1.0
train1_63_MMM,J,0,-1.0,-1.0,-1.0,0.0,0.07008562272597844,0.9999990000010001,1,1.0
train1_63_MMM,DE,0,-1.0,-1.0,-1.0,0.0,0.022880422199696382,0.9999990000010001,1,1.0
train1_64_MMM,MMM,1,-1.0,-1.0,-1.0,0.0,0.08628148907861966,0.0,1,1.0
train1_64_MMM,ALLE,0,-1.0,-1.0,-1.0,0.0,0.0070960185630083,0.0,1,1.0
